packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.model,PolicyViolation,us.springett:alpine,"","",2,2,1.0
org.dependencytrack.notification,NotificationRouter,us.springett:alpine,"","",69,69,1.0
org.dependencytrack.integrations,AbstractIntegrationPoint,us.springett:alpine,"","",30,30,1.0
org.dependencytrack.model,ExternalReference,org.cyclonedx:cyclonedx-core-java,"","",6,10,0.6
org.dependencytrack.model,ExternalReference,us.springett:alpine,"","",4,10,0.4
org.dependencytrack.notification.publisher,SlackPublisherTest,us.springett:alpine,"","",15,19,0.79
org.dependencytrack.notification.publisher,SlackPublisherTest,org.mock-server:mockserver-netty,Mocking,"network,mock,socket,server,mocking,testing,netty",4,19,0.21
org.dependencytrack.persistence,CacheQueryManager,us.springett:alpine,"","",3,3,1.0
org.dependencytrack.resources.v1,ComponentResourceTest,us.springett:alpine,"","",3,3,1.0
org.dependencytrack.common,HttpClientPool,us.springett:alpine,"","",9,9,1.0
org.dependencytrack.tasks.scanners,CacheableScanTask,com.github.package-url:packageurl-java,"","github,url",1,1,1.0
org.dependencytrack.integrations,PortfolioFindingUploaderTest,org.mockito:mockito-core,Mocking,"mock,mocking,testing",3,3,1.0
org.dependencytrack.upgrade,UpgradeItems,us.springett:alpine,"","",6,6,1.0
org.dependencytrack.integrations.defectdojo,DefectDojoUploaderTest,us.springett:alpine,"","",7,7,1.0
org.dependencytrack.resources.v1,CalculatorResourceTest,us.springett:alpine,"","",2,2,1.0
org.dependencytrack.resources.v1,TeamResourceTest,us.springett:alpine,"","",54,54,1.0
org.dependencytrack.resources.v1,RepositoryResource,us.springett:alpine,"","",24,33,0.73
org.dependencytrack.resources.v1,RepositoryResource,com.github.package-url:packageurl-java,"","github,url",9,33,0.27
org.dependencytrack.tasks,KennaSecurityUploadTask,us.springett:alpine,"","",10,10,1.0
org.dependencytrack.policy,LicenseGroupPolicyEvaluator,us.springett:alpine,"","",6,6,1.0
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,com.github.package-url:packageurl-java,"","github,url",6,80,0.08
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,us.springett:alpine,"","",9,80,0.11
org.dependencytrack.tasks.repositories,NugetMetaAnalyzer,com.konghq:unirest-java,"","",65,80,0.81
org.dependencytrack.resources.v1,ViolationAnalysisResource,us.springett:alpine,"","",24,24,1.0
org.dependencytrack.tasks.repositories,HexMetaAnalyzerTest,com.github.package-url:packageurl-java,"","github,url",1,1,1.0
org.dependencytrack,RequirementsVerifier,us.springett:alpine,"","",9,9,1.0
org.dependencytrack.persistence,DefaultObjectGeneratorTest,us.springett:alpine,"","",3,3,1.0
org.dependencytrack.event,IndexEvent,us.springett:alpine,"","",1,1,1.0
org.dependencytrack.event,RepositoryMetaEvent,us.springett:alpine,"","",1,1,1.0
org.dependencytrack.model,License,us.springett:alpine,"","",10,10,1.0
